id	POI	rating	recensione	negative	neutral	positive	sentiment_pred
66374441e18e1c186ce07e39	Carsulae - Parco Archeologico	5	Ã stata davvero una piacevolissima scoperta trovare in Umbria un'area archeologica che Ã¨ paragonabile a quelle del Lazio. Innanzitutto vi Ã¨ un parcheggio vastissimo visto il numero dei visitatori in quelle due volte che ci sono stato ma che forse Ã¨ testimone di un passato migliore, in cui l'area archeologica era maggiormente valorizzata e meta di numerosi turisti. In questo percorso, che si trova in un contesto paesaggistico splendido, vi sono i resti dell'antica cittÃ  romana che sono il teatro, l'anfiteatro, due mausolei, il foro con il suo accesso monumentale, arco che segnava l' accesso alla cittÃ , le tabernae, un lungo tratto della via Flaminia che fungeva da cardo maximus. Consiglio vivamente a tutti di visitare questo sito per conoscere un aspetto meno noto della bellissima Umbria.	0.0001738227001624182	0.004881372675299644	0.9949447512626648	positive
66374441e18e1c186ce07e39	Carsulae - Parco Archeologico	5	Parco archeologico molto interessante e ancora oggetto di scavi. Merita una visita se passate da quelle parti. 	0.0003060690069105476	0.01359954476356506	0.9860943555831909	positive
66374441e18e1c186ce07e39	Carsulae - Parco Archeologico	4	"Oggi 12 novembre 2023
Con sorpresa ho avuto modo di vivere una esperienza unica in uno ambiente lontano secoli dal nostro tempo ma cosÃ¬ viva e appagante che trasmette energia rigenerante per un futuro migliore!"	0.0001088154967874289	0.001611551851965487	0.9982796907424927	positive
66374441e18e1c186ce07e39	Carsulae - Parco Archeologico	5	"Il passato rappresenta le radici Il passato rappresenta le radici necessarie per vivere un presente sempre piÃ¹ incerto e
precario di una societÃ   allo sbando.
La ricerca dell'energia necessaria per non soccombere la possiamo percepire e assimilare in un posto magico e rigeneratore come Carsulae, dignitosamente custodito ma dimenticato dal potere miope dominante.
Un sorso di speranza per tutti gli assetati di un futuro rigenerativo. un presente sempre piÃ¹ incerto e
precario di una societÃ   allo sbando.
La ricerca dell'energia necessaria per non soccombere la possiamo percepire e assimilare in un posto magico e rigeneratore come Carsulae, dignitosamente custodito ma dimenticato dal potere miope dominante.
Un sorso di speranza per tutti gli assetati di un futuro rigenerativo."	0.001858580741100013	0.06213114783167839	0.9360102415084839	positive
66374441e18e1c186ce07e39	Carsulae - Parco Archeologico	5	Luogo immerso nella completa natura. Si consiglia di assaporarlo e esplorarlo insieme ad una guida del parco, che saprÃ  bene mostrarti e spiegarti nel dettaglio tutto quello che il luogo offre. Irripetibile Italia.	0.001056549604982138	0.01206850726157427	0.9868749976158142	positive
66374441e18e1c186ce07e3a	Pieve di Sant'Antonio Abate	5	"Conserverebbe all'interno un'opera ammirevole di Cesare Nebbia, credo una Madonna del Rosario. Nebbia Ã¨ stato l'artefice delle pitture della Scala Santa e della Cappella Sistina in San Giovanni in Laterano a Roma.
Peccato che Ã¨ in restauro da mesi e non si saprÃ  mai se verrÃ  riconsegnata alla Parrocchiale o rimarrÃ  a Roma.
Si puÃ² osservare anche la Statua della Madonna Assunta in legno di Ippolito Scalza, eccelso architetto e scultore umbro."	0.006297402083873749	0.1938633769750595	0.799839198589325	positive
66374441e18e1c186ce07e3b	Chiesa di Sant'Antonio Abate	5	L'interno Ã¨ caratterizzato da una volta celeste cosparsa di stelle di oro zecchino e da una teoria di statue lignee policrome del XIV secolo di scuola umbra (sante) raccolte in delle nicchie lungo le navate.Nei pressi dell'altare sotto un pavimento in vetro antisfondamento sono visibili le antichissime fondamenta delle antiche chiese precedenti:San lorenzo e San Bartolomeo.	0.001840014127083123	0.9168189167976379	0.08134103566408157	neutral
66374441e18e1c186ce07e3b	Chiesa di Sant'Antonio Abate	5	"che Ã¨ ubicata dietro la statua della Madonna di legno del 600 (peraltro stupenda e vanto e onore dei Monterubiagliesi) Ã¨ in restauro a Roma e non si sa quando verrÃ  ricollocata in loco.
Mi ha assicurato il parroco che Ã¨ di una bellezza miniaturistica eccelsa e i colori sono stupendi, seppur oggidÃ¬ sbiaditi.
Ricordiamoci che Cesare Nebbia Ã¨ colui il quale ha affrescato la Scala Santa e la Cappella Sistina in San Giovanni in Laterano a Roma"	0.000150778578245081	0.006718919612467289	0.9931302666664124	positive
66374441e18e1c186ce07e3c	Chiesa Di Sant'antonio Abate	5	"E i marmi del tempio romano  furono utilizzati per la costruzione del Duomo di Orvieto.Inizialmente la pieve fu  dedicata a San Lorenzo ma fu interamente ricostruita dai Monaldeschi della Cervara  dopo il 1264 e prima del 1290 che la dedicarono a San Bartolomeo. .
All'interno, sull'altare maggiore, una trionfante  Madonna col Bambino, SantâAntonio Abate e Santa Barbara, opera del 1891 di Annibale Ubertis, lo stesso artefice di tutto il ciclo di affreschi della controfacciata del Duomo di CittÃ  della Pieve."	0.002406137529760599	0.9388633370399475	0.05873048678040504	neutral
66374441e18e1c186ce07e3c	Chiesa Di Sant'antonio Abate	4	La chiesa, eretta nel IX secolo e ricostruita piÃ¹ volte fino a tutto XIX Ã¨ un piccolo gioiello. Di fronte c'Ã¨ il Castello Monaldeschi della Cervara eretto sulle fondamenta romane del 209 a.C., degradando verso valle ci sono gli scavi archeologici di Coriglia e scendendo ancora il fiume Paglia. Decisamente un luogo dove fermarsi qualche giorno tra pace, natura e cultura.	0.0004659071273636073	0.01639453694224358	0.9831395745277405	positive
66374441e18e1c186ce07e3d	Velia's Cooking Style	5	"Mi sono iscritto alla scuola di cucina di Velia per curiositÃ : capire come combinare i diversi ingredienti, come fare la pasta a mano; assaggiare qualcosa di nuovo.
Non appena arrivato a Monterubiaglio nella vecchia casa contadina al limite del paese, ho capito che la mattinata si sarebbe trasformata i n una vera e propria esperienza culturale: un'immersione totale nella conoscenza empirica propria della nostra cultura alimentare, che poi Ã¨ cultura in generale.
Mi sono trovato insieme ad altre persone, per la piÃ¹ parte americane, che non conoscevo, ma una volta riuniti tutti intorno al grande tavolo della cucina, la casa ha ripreso vita: riemergevano i sapori, gli odori, che davano corpo ai racconti, alle chiacchiere delle nonne, delle zie, delle mamme riunite  intorno ai fornelli intente a cucinare. Mi sono reso conto che anche i discorsi erano quelli di sempre, quelli che sanno di sugo di funghi o di pane e coppa e di cappelletti assaggiati ancora crudi; quelli delle dosi di sale e spezie frammisti alla luce di ottobre che entra dalla finestra o ai volti delle apprendiste cuoche americane, che dalla tensione iniziale verso qualcosa di completamente diverso e nuovo, a mano a mano, si lasciano andare, si ammorbidiscono e aprono, in grandi sorrisi di soddisfazione, per le prime tagliatelle uscite fuori dalle loro mani.
Dietro a tale magia, lo sguardo vigile di Velia, affabulatrice come una maga buona che cura tutto con le erbe e con gli ingredienti di cucina; Ã¨ lei che indirizza la conversazione, discorsi di vita quotidiana intercalati ai segreti delle ricette...sembra un Tagete al femminile: una nonna bambina, una bambina nonna che conosce i segreti degli elementi e degli alimenti come una nonna d'altri tempi e,nello stesso tempo, si meraviglia ancora delle piccole cose come una bambina che vuole conoscere tutto.
Il finale Ã¨ a sorpresa, come i fuochi d'artificio: dopo aver mangiato quanto cucinato - Ã¨ bene avere chiare le proprie responsabilitÃ  e capacitÃ  -, una corsa con capriole in un prato fuori casa verso il bosco con urla liberatorie: la tensione iniziale Ã¨ scomparsa, la curiositÃ  pure, resta la sensazione buona di aver richiamato alla memoria qualcosa che era sfuggito ma non dimenticato."	0.000111576468043495	0.01358667947351933	0.9863017797470093	positive
66374441e18e1c186ce07e3e	Bottega del Castello della Sale	5	Ho avuto il piacere di visitare questo bel castello e le sue fantastiche cantine. Nella bottega ho comperato degli ottimi vini della cantina Antinori, tra i quali si distacca il muffato e il cervara. Ho gradito molto il san giovanni	0.000183542215381749	0.002462595701217651	0.9973537921905518	positive
66374441e18e1c186ce07e3e	Bottega del Castello della Sale	5	"Prima i meravigliosi vigneti e la cantina Antinori poi l'acquisto dei vini presso il castello della Sala.
Un belvedere ed un bel bere per occhi e spirito"	0.0001646095479372889	0.00902923196554184	0.9908060431480408	positive
66374441e18e1c186ce07e3e	Bottega del Castello della Sale	5	Appena posso mi reco presso il Castello della Sala per acquistare gli ottimi vini ed in particolare il grandioso Cervaro della Sala. La signora addetta al punto vendita Ã¨ cortese. Purtroppo il castello non Ã¨ visitabile in quanto residenza privata. Appena posso ci tornerÃ².	0.04082656279206276	0.02901488915085793	0.9301585555076599	positive
66374441e18e1c186ce07e3f	Cirulli - Aziende Agricole	3	"L'imponente edificio dell'azienda agricola si erge proprio di fronte alla superstrada circondata dagli sterminati ettari di vigna....

Il tour cantine aperte Ã¨ quasi un furto,... due degustazioni a 5 euro... e non del vino migliore.

Stupenda la cantina e l'impianto di produzione e imbottigliamento. Talmente tanto che mi Ã¨ subito apparsa una enorme cattedrale nel deserto.....

Bello si ma,... Non fa per me..."	0.01602320000529289	0.007266659289598465	0.9767101407051086	positive
66374441e18e1c186ce07e3f	Cirulli - Aziende Agricole	5	luogo incantevole immerso nei vigneti..... al centro della cantina c'Ã¨ un bellissimo chiostro....i vini sono eccellenti.....il personale molto gentile e accogliente......	0.0001288135099457577	0.002143262652680278	0.9977279305458069	positive
66374442e18e1c186ce07e40	Castello di Madonna Antonia	5	"Ebbene,il castello ndi Monna Antonia in piazza IV novembre rammenta quel porticato rococÃ³ che segnava l'incipit del Carosello,gioia di aspettativa nei grandi e nei piccini in un'epoca non infestata dal net del computer che in un millimicrosecondo ti rivela immagini reali di qualsiasi attrattiva architettonica del mondo
...Spettacolare la cancellata in bronzo,l'arco trionfale rococÃ³ con le statue di eccelsa fattura nelle nicchie laterali,l'orologio funzionante della meta' del 700 sopra l'arc de bienvenue e il torrione originale del castello dei duchi di Montevecchio che si vede bene dal cancello.Affacciatevi al cancello e godrete della vista di giardini ben tenuti e ridondanti di verzura e fiori tropicali!!!"	0.0001469759590690956	0.008380766957998276	0.9914721846580505	positive
66374442e18e1c186ce07e40	Castello di Madonna Antonia	3	Purtroppo non abbiamo potuto visitare questo castello, gente del posto ci ha detto che non Ã¨ visitabile. Magari sarebbe bello poterlo aprire al pubblico. Un giorno chissÃ  potrebbe anche accadere. 	0.9961338043212891	0.003642638912424445	0.0002235967695014551	negative
66374442e18e1c186ce07e40	Castello di Madonna Antonia	1	Un castello cosÃ¬ bello lasciato in completo abbandono. Darei 5 stelle al castello e 1 a chi lo gestisce, ma non posso. Sono arrabbiato. Non Ã¨ possibile vedere uno scempio cosÃ¬. Nonostante tutto il castello resta meraviglioso... ChissÃ  come sarebbe con una piÃ¹ attenta valorizzazione. 	0.4187529683113098	0.01932924427092075	0.561917781829834	positive
66374442e18e1c186ce07e41	chiesa della S.S. Annunziata	5	"Oltre a altre magnifiche opere d'arte conserva un crocifisso in avorio finissimo regalato dal Regnante Louis XIV alla fine del XVII al condottiero Spada.Un altro membro della Famiglia Spada, feudatario dell'allora castello e tenuta di castel Viscardo,  nel XVIII secolo, dopo pochi anni conquistÃ² durante una campagna contro gli ottentotti, uno stendardo che Ã¨ custodito come reliquia sacra all'interno della superba chiesa.
Si puÃ² agevolmente visitare ogni giorno feriale alle ore 18, quando si celebra il SS Rosario vespertino.vale la pena!Vale la deviazione apposta!"	0.0001503495441284031	0.00609310669824481	0.9937565326690674	positive
66374442e18e1c186ce07e41	chiesa della S.S. Annunziata	5	"Un capolavoro del barocco puro senese Ã© stata per me una magnifica sorpresa!
Sull'altar maggiore la Vergine annunciata (sembra una Signora molto stile' in gloria)...L'opera Ã© di Nicolo' Tornioli,senese della fine del 500,e Ã© anche l'autore della Cappella Spada in S.Paolo maggiore a Bologna, la chiamata di S.Matteo alla Dogana nel Casato di sotto a Siena e la Maddalena dormiente,un unicum in tutta la storia dell'arte,appesa nello studio dell'ambasciatore italiano a L'Ankara!"	9.646483522374183e-05	0.005199353210628033	0.9947040677070618	positive
66374442e18e1c186ce07e42	Chiesa di San Michele Arcangelo	5	luogo incantevole e suggestivo. mi Ã¨ piaciuto tutto. Non facile arrivare ma alla fine ne vale la pena	0.0001506606204202399	0.001375032123178244	0.9984742999076843	positive
66374442e18e1c186ce07e43	Borgo Antico Bar	5	Quando arrivo ad allerona e' un piacere andare da marco e martina ed essere accolti da un sorriso e dalla tipica ospitalita' umbra.E una volta seduti , gustarsi un aperitivo o  fare colazione con quei fantastici cornetti.	0.000101233774330467	0.002037419704720378	0.9978613257408142	positive
66374442e18e1c186ce07e43	Borgo Antico Bar	5	Si resta senza parole per quanto Ã¨ bello e suggestivo in ogni stagione. Da visitare !!! E' stato riconosciuto e indicato come uno dei piÃ¹ Belli Borghi d'Italia. 	0.0001878376206150278	0.002000819193199277	0.9978113770484924	positive
66374442e18e1c186ce07e43	Borgo Antico Bar	5	"Tipico bar in uno dei borghi italiani. 
Gentilezza e sorrisi gratuitamente offerti il resto a prezzi economicissimi!
Gustose le piadine ed i dolcetti"	0.0002832278551068157	0.002667516702786088	0.9970492720603943	positive
66374442e18e1c186ce07e44	Chiesa Santa Maria Assunta	5	"Splendida chiesa vero gioiello nascosto.
Meravigliose le ""vetrate"" in sfoglia di alabastro semitrasparente che si ritiene provengano dalla fabbrica del duomo diOrvieto"	0.0001725327601889148	0.004911589901894331	0.9949158430099487	positive
66374442e18e1c186ce07e44	Chiesa Santa Maria Assunta	5	"In questa visita ad Allerona abbiamo incontrato un gentilissimo signore nella piazza, che ci ha fatto da cicerone, accompagnandoci e spiegando con grande competenza e passione i vari affreschi e le curiositÃ  di questa chiesa.
Davvero una grande gentilezza che ci ha permesso di apprezzare a fondo questa visita."	0.0001248018088517711	0.002628210233524442	0.9972469806671143	positive
66374442e18e1c186ce07e44	Chiesa Santa Maria Assunta	5	"Gli interni di questa chiesa (la principale di Allerona) meritano senzâaltro una visita.
Se nellâabside ci sono le storie della Vergine dipinte dal senese Arturo Viligiardi, se le vetrate di alabastro ricordano quanto Ã¨ vicino il duomo di Orvieto ... a noi Ã¨ piaciuto in particolare il resto della chiesa, sorprendente per bellezza ed unicitÃ , grazie alle forme e ai colori da poco recuperati attraverso un attento restauro, durato circa due anni.
Se non avessimo incontrato anche noi, come un altro utente di Trip, il âgentilissimo signoreâ che ci ha spontaneamente accompagnato nella visita (e che, chiedendo in paese, abbiamo scoperto essere il Sig. Giuseppe Maria Carletti), non avremmo potuto capire e apprezzare cosÃ¬ tanto questa âchiesa plebanaâ, unitamente alla sua storia e alla devozione che lâaccompagna. 
Veramente una bella scoperta! Visita assolutamente consigliata."	0.00015264778630808	0.002648138208314776	0.9971991777420044	positive
66374442e18e1c186ce07e44	Chiesa Santa Maria Assunta	5	"Siamo arrivati ad Allerona per una passeggiata nel borgo e abbiamo scoperto questa chiesa ricca di tesori. 
L'amore e la voglia di farne conoscere la storia che ha comunicato la nostra guida last minute hanno contribuito ad  apprezzarne maggiormente il fascino e le qualitÃ ! 
Grazie! E non perdetela!"	0.0001741202868288383	0.002016525017097592	0.9978093504905701	positive
66374442e18e1c186ce07e44	Chiesa Santa Maria Assunta	3	"La Chiesa di Santa Maria Assunta, situata nella piazza centrale di Allerona, costituisce il principale monumento del borgo.
Edificata in stile romanico nel XII secolo, venne ristrutturata in stile neogotico tra il 1892 e il 1897, e presenta una facciata alquanto semplice.
L'interno Ã© a navata unica, impreziosito con affreschi moderni. Notevole Ã© il pulpito in terracotta finemente lavorato e con colonnine poggianti su statue leonine.
L'abside presenta un grande affresco raffigurante le Scene della Vergine Maria, realizzato nel 1896 dal pittore Arturo Viligiardi.
Se si transita per il borgo, una visita Ã© consigliata."	0.002277371706441045	0.191830039024353	0.8058926463127136	positive
66374442e18e1c186ce07e45	Shiatsuqi di Natascia Minciarelli	5	"Se imparassimo a prenderci cura di noi stessi anche quando stiamo bene, questo migliorerebbe di molto la qualitÃ  della nostra vita.
Ho provato la prima seduta di shiatsu con Natascia e subito ho avuto un grande beneficio.
L'ambiente Ã¨ silenzioso, rilassante illuminato ad arte, estremamente pulito ed accogliente e ci si sente subito estremamente a proprio agio.
Natascia oltre che estramente preparata Ã¨ comunicativa quindi passo passo mi ha anche spiegato dove sarebbe andata a lavorare.
Mi Ã¨ piaciuto tantissimo e continuerÃ² ad utilizzare questo servizio.
Grazie."	0.0002192272222600877	0.001190368784591556	0.9985902905464172	positive
66374442e18e1c186ce07e46	Le Fontane - Lavatoio pubblico	3	"Fra le non numerosissime attrazioni di Allerona (che Ã¨, nella sua parte antica, un borgo molto grazioso ma quasi abbandonato, e che non offre moltissimo da vedere a parte qualche giro fra i pittoreschi vicoli) si puÃ² considerare la fontana storica, usata fino a epoche relativamente recenti come lavatoio pubblico.

Il sito Ã¨ un po' appartato ma relativamente facile da raggiungere, e si puÃ² visitare liberamente e gratuitamente; come in altri luoghi di Allerona, Ã¨ ampiamente probabile essere i soli sul posto. Le vasche che venivano usate come lavatoi, oltre che per l'approvvigionamento di acqua per bere, cucinare e per usi domestici (servizio fondamentale in un borgo di montagna), appaiono tuttora funzionanti anche se in condizioni non ottimali, per non dire un po' fatiscenti.

La visita Ã¨ supportata da illustrazioni e interessanti spiegazioni di come avveniva di fatto l'operazione del bucato in epoche preindustriali, quando non esistevano non solo le lavatrici, ma neppure il detersivo come noi lo intendiamo. Nell'insieme, un'esperienza interessante, anche se non la considererei un'attrazione di primissimo piano."	0.0002372805611230433	0.003038607770577073	0.9967241883277893	positive
66374442e18e1c186ce07e47	Antica Pieve di Santa Maria	2	Peccato perchÃ© da colleghi miei che hanno avuto la fortuna di visitarla ho saputo che conserva un Martirio di San Sebastiano di sicuro del Maestro di Cesi, romano della fine del Dugento, operativo in Umbria, segnatamente nel ternano.Famosissimo per il dossale conservato nel Museo di Saint-Jean-Cap-Ferrat, con Madonna Assunta, Cristo, Angeli e Apostoli.Mi sarebbe piaciuto poterlo visionare!	0.2016139924526215	0.5196738243103027	0.2787121832370758	neutral
66374442e18e1c186ce07e47	Antica Pieve di Santa Maria	5	Purtroppo troppo spesso chiusa.Meravigliosa davvero.Una delle tante chicche dimenticate del nostro bellissimo territorio.	0.007459682878106833	0.003138057189062238	0.989402174949646	positive
66374442e18e1c186ce07e48	Centro Storico	3	"Certo Ã¨ una zona che le attrazioni non mancano, perÃ² il borgo di Ficulle Ã¨ molto carino ed in qualche punto anche originale. 
La Rocca, le viuzze medioevali, scorci affascinanti.
Mancano perÃ² indicazioni ed informazioni, pochissimi locali aperti (bar e ristoranti) che disanima il visitatore in particolare nelle giornate afose."	0.0005038587260060012	0.004326369147747755	0.9951698184013367	positive
66374442e18e1c186ce07e48	Centro Storico	4	Tipico borgo umbro, pieno di storia e medioevalitÃ . Ben percorribile e pulito, sviluppato in lunghezza e con alcuni bei panorami sulle colline circostanti.	0.0003522057959344238	0.007577444892376661	0.9920703768730164	positive
66374442e18e1c186ce07e48	Centro Storico	5	E' una sorpresa incappare in questo borgo cosÃ¬ ben conservato, che riesce a trasmetterti una atmosfera genuina. A parte la scenografica rocca, i tetti, le mura in pietra tufacea, gli scorci, la cura da parte degli abitanti ci trasmettono le emozioni tipiche dei gioiellini da non perdere	0.0001791358954505995	0.001839422155171633	0.9979814291000366	positive
66374442e18e1c186ce07e49	Rocca	5	Abbiamo visitato la rocca in occasione della manifestazione Calici sotto le stelle. Rocca ben conservata, video illustrativi di Ficulle e osservazione guidata del cielo stellato. Gentilissima e ospitale l'addetta che gestiva gli ingressi alla rocca	0.0003198774938937277	0.02149462699890137	0.9781855344772339	positive
66374442e18e1c186ce07e49	Rocca	5	"Bellissimo posto.
Visita alla Rocca con il signor Renato
Ci siamo fermati per 2 giorni all'area sosta per camper
Persone gentili.. da non perdere "	0.0002199325972469524	0.005570868495851755	0.9942091703414917	positive
66374442e18e1c186ce07e49	Rocca	5	Grazie al simpaticissimo sig.Renato che ci ha raccontato, consigliato e guidati fino alla cima della Rocca dalla quale abbiamo goduto di una vista fantastica! Alla prossima!	0.0001141008760896511	0.002315165242180228	0.997570812702179	positive
