,Unnamed: 0,id,POI,rating,recensione,GS,1,2,3,4,5,MULTILINGUAL
10,10,66374441e18e1c186ce07e38,Frantoio Oleario Palmadori Massimo,5,Da sempre la mia famiglia porta le olive in questo frantoio. L'olio è  perfetto;siete sempre una garanzia.,positive,0.0015096499118953,0.0012818796094506,0.009721920825541,0.1190867573022842,0.8683998584747314,positive
11,11,66374441e18e1c186ce07e38,Frantoio Oleario Palmadori Massimo,5,"Il frantoio Palmadori é sempre una garanzia.
Massima qualità e serietà!
Una vera e propria eccellenza.",positive,0.0009841443970799,0.0006848707562312,0.0027791636530309,0.0539038926362991,0.941648006439209,positive
12,12,66374441e18e1c186ce07e38,Frantoio Oleario Palmadori Massimo,4,"Olio extra vergine di oliva novello davvero buonissimo !!!
Tutto in bottiglie di vetro da  litro ciascuna per un utlizzo piu' semplice",positive,0.0024090958759188,0.0025749679189175,0.0184860713779926,0.2261491566896438,0.7503806948661804,positive
13,13,66374441e18e1c186ce07e39,Carsulae - Parco Archeologico,5,"È stata davvero una piacevolissima scoperta trovare in Umbria un'area archeologica che è paragonabile a quelle del Lazio. Innanzitutto vi è un parcheggio vastissimo visto il numero dei visitatori in quelle due volte che ci sono stato ma che forse è testimone di un passato migliore, in cui l'area archeologica era maggiormente valorizzata e meta di numerosi turisti. In questo percorso, che si trova in un contesto paesaggistico splendido, vi sono i resti dell'antica città romana che sono il teatro, l'anfiteatro, due mausolei, il foro con il suo accesso monumentale, arco che segnava l' accesso alla città, le tabernae, un lungo tratto della via Flaminia che fungeva da cardo maximus. Consiglio vivamente a tutti di visitare questo sito per conoscere un aspetto meno noto della bellissima Umbria.",positive,0.0009973276173695,0.0018882444128394,0.0363072492182254,0.4567148983478546,0.504092276096344,positive
14,14,66374441e18e1c186ce07e39,Carsulae - Parco Archeologico,5,Parco archeologico molto interessante e ancora oggetto di scavi. Merita una visita se passate da quelle parti. ,positive,0.0036638784222304,0.0062476606108248,0.0797283798456192,0.4938339293003082,0.4165261685848236,positive
15,15,66374441e18e1c186ce07e39,Carsulae - Parco Archeologico,4,"Oggi 12 novembre 2023
Con sorpresa ho avuto modo di vivere una esperienza unica in uno ambiente lontano secoli dal nostro tempo ma così viva e appagante che trasmette energia rigenerante per un futuro migliore!",positive,0.007267961744219,0.0068439780734479,0.0351987183094024,0.1887198537588119,0.7619693875312805,positive
16,16,66374441e18e1c186ce07e39,Carsulae - Parco Archeologico,5,"Il passato rappresenta le radici Il passato rappresenta le radici necessarie per vivere un presente sempre più incerto e
precario di una società  allo sbando.
La ricerca dell'energia necessaria per non soccombere la possiamo percepire e assimilare in un posto magico e rigeneratore come Carsulae, dignitosamente custodito ma dimenticato dal potere miope dominante.
Un sorso di speranza per tutti gli assetati di un futuro rigenerativo. un presente sempre più incerto e
precario di una società  allo sbando.
La ricerca dell'energia necessaria per non soccombere la possiamo percepire e assimilare in un posto magico e rigeneratore come Carsulae, dignitosamente custodito ma dimenticato dal potere miope dominante.
Un sorso di speranza per tutti gli assetati di un futuro rigenerativo.",positive,0.0055375108495354,0.0160098932683467,0.1195538714528083,0.5007371306419373,0.3581616282463074,positive
17,17,66374441e18e1c186ce07e39,Carsulae - Parco Archeologico,5,"Luogo immerso nella completa natura. Si consiglia di assaporarlo e esplorarlo insieme ad una guida del parco, che saprà bene mostrarti e spiegarti nel dettaglio tutto quello che il luogo offre. Irripetibile Italia.",positive,0.0017925153952091,0.0029309196397662,0.0633033514022827,0.426004558801651,0.5059685707092285,positive
18,18,66374441e18e1c186ce07e3a,Pieve di Sant'Antonio Abate,5,"Conserverebbe all'interno un'opera ammirevole di Cesare Nebbia, credo una Madonna del Rosario. Nebbia è stato l'artefice delle pitture della Scala Santa e della Cappella Sistina in San Giovanni in Laterano a Roma.
Peccato che è in restauro da mesi e non si saprà mai se verrà riconsegnata alla Parrocchiale o rimarrà a Roma.
Si può osservare anche la Statua della Madonna Assunta in legno di Ippolito Scalza, eccelso architetto e scultore umbro.",positive,0.0915378630161285,0.2276040762662887,0.3675352931022644,0.2352042496204376,0.0781185403466224,neutral
19,19,66374441e18e1c186ce07e3b,Chiesa di Sant'Antonio Abate,5,L'interno è caratterizzato da una volta celeste cosparsa di stelle di oro zecchino e da una teoria di statue lignee policrome del XIV secolo di scuola umbra (sante) raccolte in delle nicchie lungo le navate.Nei pressi dell'altare sotto un pavimento in vetro antisfondamento sono visibili le antichissime fondamenta delle antiche chiese precedenti:San lorenzo e San Bartolomeo.,positive,0.0250809416174888,0.0641708150506019,0.2474218159914016,0.4588336646556854,0.2044927775859832,positive
20,20,66374441e18e1c186ce07e3b,Chiesa di Sant'Antonio Abate,5,"che è ubicata dietro la statua della Madonna di legno del 600 (peraltro stupenda e vanto e onore dei Monterubiagliesi) è in restauro a Roma e non si sa quando verrà ricollocata in loco.
Mi ha assicurato il parroco che è di una bellezza miniaturistica eccelsa e i colori sono stupendi, seppur oggidì sbiaditi.
Ricordiamoci che Cesare Nebbia è colui il quale ha affrescato la Scala Santa e la Cappella Sistina in San Giovanni in Laterano a Roma",positive,0.0488114804029464,0.110437586903572,0.2625879049301147,0.3664282262325287,0.2117346972227096,positive
21,21,66374441e18e1c186ce07e3c,Chiesa Di Sant'antonio Abate,5,"E i marmi del tempio romano  furono utilizzati per la costruzione del Duomo di Orvieto.Inizialmente la pieve fu  dedicata a San Lorenzo ma fu interamente ricostruita dai Monaldeschi della Cervara  dopo il 1264 e prima del 1290 che la dedicarono a San Bartolomeo. .
All'interno, sull'altare maggiore, una trionfante  Madonna col Bambino, Sant’Antonio Abate e Santa Barbara, opera del 1891 di Annibale Ubertis, lo stesso artefice di tutto il ciclo di affreschi della controfacciata del Duomo di Città della Pieve.",positive,0.0334296226501464,0.0615347549319267,0.1888822615146637,0.4023608863353729,0.3137924969196319,positive
22,22,66374441e18e1c186ce07e3c,Chiesa Di Sant'antonio Abate,4,"La chiesa, eretta nel IX secolo e ricostruita più volte fino a tutto XIX è un piccolo gioiello. Di fronte c'è il Castello Monaldeschi della Cervara eretto sulle fondamenta romane del 209 a.C., degradando verso valle ci sono gli scavi archeologici di Coriglia e scendendo ancora il fiume Paglia. Decisamente un luogo dove fermarsi qualche giorno tra pace, natura e cultura.",positive,0.0068154488690197,0.0260337386280298,0.1967804282903671,0.5343763828277588,0.2359940260648727,positive
23,23,66374441e18e1c186ce07e3d,Velia's Cooking Style,5,"Mi sono iscritto alla scuola di cucina di Velia per curiosità: capire come combinare i diversi ingredienti, come fare la pasta a mano; assaggiare qualcosa di nuovo.
Non appena arrivato a Monterubiaglio nella vecchia casa contadina al limite del paese, ho capito che la mattinata si sarebbe trasformata i n una vera e propria esperienza culturale: un'immersione totale nella conoscenza empirica propria della nostra cultura alimentare, che poi è cultura in generale.
Mi sono trovato insieme ad altre persone, per la più parte americane, che non conoscevo, ma una volta riuniti tutti intorno al grande tavolo della cucina, la casa ha ripreso vita: riemergevano i sapori, gli odori, che davano corpo ai racconti, alle chiacchiere delle nonne, delle zie, delle mamme riunite  intorno ai fornelli intente a cucinare. Mi sono reso conto che anche i discorsi erano quelli di sempre, quelli che sanno di sugo di funghi o di pane e coppa e di cappelletti assaggiati ancora crudi; quelli delle dosi di sale e spezie frammisti alla luce di ottobre che entra dalla finestra o ai volti delle apprendiste cuoche americane, che dalla tensione iniziale verso qualcosa di completamente diverso e nuovo, a mano a mano, si lasciano andare, si ammorbidiscono e aprono, in grandi sorrisi di soddisfazione, per le prime tagliatelle uscite fuori dalle loro mani.
Dietro a tale magia, lo sguardo vigile di Velia, affabulatrice come una maga buona che cura tutto con le erbe e con gli ingredienti di cucina; è lei che indirizza la conversazione, discorsi di vita quotidiana intercalati ai segreti delle ricette...sembra un Tagete al femminile: una nonna bambina, una bambina nonna che conosce i segreti degli elementi e degli alimenti come una nonna d'altri tempi e,nello stesso tempo, si meraviglia ancora delle piccole cose come una bambina che vuole conoscere tutto.
Il finale è a sorpresa, come i fuochi d'artificio: dopo aver mangiato quanto cucinato - è bene avere chiare le proprie responsabilità e capacità -, una corsa con capriole in un prato fuori casa verso il bosco con urla liberatorie: la tensione iniziale è scomparsa, la curiosità pure, resta la sensazione buona di aver richiamato alla memoria qualcosa che era sfuggito ma non dimenticato.",positive,0.0291629154235124,0.0907944068312645,0.1904799789190292,0.4237833321094513,0.2657794058322906,positive
24,24,66374441e18e1c186ce07e3e,Bottega del Castello della Sale,5,"Ho avuto il piacere di visitare questo bel castello e le sue fantastiche cantine. Nella bottega ho comperato degli ottimi vini della cantina Antinori, tra i quali si distacca il muffato e il cervara. Ho gradito molto il san giovanni",positive,0.0015430891653522,0.0022181472741067,0.0299113113433122,0.3358572125434875,0.6304702162742615,positive
25,25,66374441e18e1c186ce07e3e,Bottega del Castello della Sale,5,"Prima i meravigliosi vigneti e la cantina Antinori poi l'acquisto dei vini presso il castello della Sala.
Un belvedere ed un bel bere per occhi e spirito",positive,0.0074477512389421,0.0119554121047258,0.0656780377030372,0.3491299450397491,0.5657889246940613,positive
26,26,66374441e18e1c186ce07e3e,Bottega del Castello della Sale,5,Appena posso mi reco presso il Castello della Sala per acquistare gli ottimi vini ed in particolare il grandioso Cervaro della Sala. La signora addetta al punto vendita è cortese. Purtroppo il castello non è visitabile in quanto residenza privata. Appena posso ci tornerò.,positive,0.1545854210853576,0.3982121348381042,0.3558726012706756,0.0701389908790588,0.0211908239871263,negative
27,27,66374441e18e1c186ce07e3f,Cirulli - Aziende Agricole,3,"L'imponente edificio dell'azienda agricola si erge proprio di fronte alla superstrada circondata dagli sterminati ettari di vigna....

Il tour cantine aperte è quasi un furto,... due degustazioni a 5 euro... e non del vino migliore.

Stupenda la cantina e l'impianto di produzione e imbottigliamento. Talmente tanto che mi è subito apparsa una enorme cattedrale nel deserto.....

Bello si ma,... Non fa per me...",neutral,0.3805817663669586,0.4419015347957611,0.1337450891733169,0.0289575550705194,0.0148140946403145,negative
28,28,66374441e18e1c186ce07e3f,Cirulli - Aziende Agricole,5,luogo incantevole immerso nei vigneti..... al centro della cantina c'è un bellissimo chiostro....i vini sono eccellenti.....il personale molto gentile e accogliente......,positive,0.0025923640932887,0.0031918690074235,0.018897321075201,0.1950881779193878,0.7802302241325378,positive
29,29,66374442e18e1c186ce07e40,Castello di Madonna Antonia,5,"Ebbene,il castello ndi Monna Antonia in piazza IV novembre rammenta quel porticato rococó che segnava l'incipit del Carosello,gioia di aspettativa nei grandi e nei piccini in un'epoca non infestata dal net del computer che in un millimicrosecondo ti rivela immagini reali di qualsiasi attrattiva architettonica del mondo
...Spettacolare la cancellata in bronzo,l'arco trionfale rococó con le statue di eccelsa fattura nelle nicchie laterali,l'orologio funzionante della meta' del 700 sopra l'arc de bienvenue e il torrione originale del castello dei duchi di Montevecchio che si vede bene dal cancello.Affacciatevi al cancello e godrete della vista di giardini ben tenuti e ridondanti di verzura e fiori tropicali!!!",positive,0.0150484973564744,0.0262312870472669,0.0777877196669578,0.2891142070293426,0.5918182730674744,positive
30,30,66374442e18e1c186ce07e40,Castello di Madonna Antonia,3,"Purtroppo non abbiamo potuto visitare questo castello, gente del posto ci ha detto che non è visitabile. Magari sarebbe bello poterlo aprire al pubblico. Un giorno chissà potrebbe anche accadere. ",neutral,0.3858685493469238,0.4891738891601562,0.1186095252633094,0.0053484174422919,0.0009996943408623,negative
31,31,66374442e18e1c186ce07e40,Castello di Madonna Antonia,1,"Un castello così bello lasciato in completo abbandono. Darei 5 stelle al castello e 1 a chi lo gestisce, ma non posso. Sono arrabbiato. Non è possibile vedere uno scempio così. Nonostante tutto il castello resta meraviglioso... Chissà come sarebbe con una più attenta valorizzazione. ",negative,0.5040196776390076,0.2549199759960174,0.1091052442789077,0.0508728213608264,0.081082247197628,negative
32,32,66374442e18e1c186ce07e41,chiesa della S.S. Annunziata,5,"Oltre a altre magnifiche opere d'arte conserva un crocifisso in avorio finissimo regalato dal Regnante Louis XIV alla fine del XVII al condottiero Spada.Un altro membro della Famiglia Spada, feudatario dell'allora castello e tenuta di castel Viscardo,  nel XVIII secolo, dopo pochi anni conquistò durante una campagna contro gli ottentotti, uno stendardo che è custodito come reliquia sacra all'interno della superba chiesa.
Si può agevolmente visitare ogni giorno feriale alle ore 18, quando si celebra il SS Rosario vespertino.vale la pena!Vale la deviazione apposta!",positive,0.0017567879986017,0.0023178092669695,0.0202978644520044,0.2207777202129364,0.7548497915267944,positive
33,33,66374442e18e1c186ce07e41,chiesa della S.S. Annunziata,5,"Un capolavoro del barocco puro senese é stata per me una magnifica sorpresa!
Sull'altar maggiore la Vergine annunciata (sembra una Signora molto stile' in gloria)...L'opera é di Nicolo' Tornioli,senese della fine del 500,e é anche l'autore della Cappella Spada in S.Paolo maggiore a Bologna, la chiamata di S.Matteo alla Dogana nel Casato di sotto a Siena e la Maddalena dormiente,un unicum in tutta la storia dell'arte,appesa nello studio dell'ambasciatore italiano a L'Ankara!",positive,0.0019294632365927,0.0020264366175979,0.0085916696116328,0.1030888333916664,0.88436359167099,positive
34,34,66374442e18e1c186ce07e42,Chiesa di San Michele Arcangelo,5,luogo incantevole e suggestivo. mi è piaciuto tutto. Non facile arrivare ma alla fine ne vale la pena,positive,0.0011426242999732,0.0022313701920211,0.0882482379674911,0.5883064270019531,0.3200713396072387,positive
35,35,66374442e18e1c186ce07e43,Borgo Antico Bar,5,"Quando arrivo ad allerona e' un piacere andare da marco e martina ed essere accolti da un sorriso e dalla tipica ospitalita' umbra.E una volta seduti , gustarsi un aperitivo o  fare colazione con quei fantastici cornetti.",positive,0.0080402502790093,0.0134717850014567,0.1069411784410476,0.3935376405715942,0.4780091941356659,positive
36,36,66374442e18e1c186ce07e43,Borgo Antico Bar,5,Si resta senza parole per quanto è bello e suggestivo in ogni stagione. Da visitare !!! E' stato riconosciuto e indicato come uno dei più Belli Borghi d'Italia. ,positive,0.0025629417505115,0.0031517962925136,0.0272872652858495,0.2426332235336303,0.7243647575378418,positive
37,37,66374442e18e1c186ce07e43,Borgo Antico Bar,5,"Tipico bar in uno dei borghi italiani. 
Gentilezza e sorrisi gratuitamente offerti il resto a prezzi economicissimi!
Gustose le piadine ed i dolcetti",positive,0.0040842751041054,0.0078718625009059,0.071377046406269,0.384237140417099,0.5324296951293945,positive
38,38,66374442e18e1c186ce07e44,Chiesa Santa Maria Assunta,5,"Splendida chiesa vero gioiello nascosto.
Meravigliose le ""vetrate"" in sfoglia di alabastro semitrasparente che si ritiene provengano dalla fabbrica del duomo diOrvieto",positive,0.0026184953749179,0.0024036515969783,0.0110802296549081,0.1369573920965194,0.846940279006958,positive
39,39,66374442e18e1c186ce07e44,Chiesa Santa Maria Assunta,5,"In questa visita ad Allerona abbiamo incontrato un gentilissimo signore nella piazza, che ci ha fatto da cicerone, accompagnandoci e spiegando con grande competenza e passione i vari affreschi e le curiosità di questa chiesa.
Davvero una grande gentilezza che ci ha permesso di apprezzare a fondo questa visita.",positive,0.0012549285311251,0.0016197046497836,0.0233568008989095,0.2758099138736725,0.6979586482048035,positive
40,40,66374442e18e1c186ce07e44,Chiesa Santa Maria Assunta,5,"Gli interni di questa chiesa (la principale di Allerona) meritano senz’altro una visita.
Se nell’abside ci sono le storie della Vergine dipinte dal senese Arturo Viligiardi, se le vetrate di alabastro ricordano quanto è vicino il duomo di Orvieto ... a noi è piaciuto in particolare il resto della chiesa, sorprendente per bellezza ed unicità, grazie alle forme e ai colori da poco recuperati attraverso un attento restauro, durato circa due anni.
Se non avessimo incontrato anche noi, come un altro utente di Trip, il “gentilissimo signore” che ci ha spontaneamente accompagnato nella visita (e che, chiedendo in paese, abbiamo scoperto essere il Sig. Giuseppe Maria Carletti), non avremmo potuto capire e apprezzare così tanto questa “chiesa plebana”, unitamente alla sua storia e alla devozione che l’accompagna. 
Veramente una bella scoperta! Visita assolutamente consigliata.",positive,0.0014164404710754,0.0027626242954283,0.0221857503056526,0.2695071399211883,0.7041280269622803,positive
41,41,66374442e18e1c186ce07e44,Chiesa Santa Maria Assunta,5,"Siamo arrivati ad Allerona per una passeggiata nel borgo e abbiamo scoperto questa chiesa ricca di tesori. 
L'amore e la voglia di farne conoscere la storia che ha comunicato la nostra guida last minute hanno contribuito ad  apprezzarne maggiormente il fascino e le qualità! 
Grazie! E non perdetela!",positive,0.0013609817251563,0.001688337419182,0.0135751226916909,0.1876068413257599,0.7957687377929688,positive
42,42,66374442e18e1c186ce07e44,Chiesa Santa Maria Assunta,3,"La Chiesa di Santa Maria Assunta, situata nella piazza centrale di Allerona, costituisce il principale monumento del borgo.
Edificata in stile romanico nel XII secolo, venne ristrutturata in stile neogotico tra il 1892 e il 1897, e presenta una facciata alquanto semplice.
L'interno é a navata unica, impreziosito con affreschi moderni. Notevole é il pulpito in terracotta finemente lavorato e con colonnine poggianti su statue leonine.
L'abside presenta un grande affresco raffigurante le Scene della Vergine Maria, realizzato nel 1896 dal pittore Arturo Viligiardi.
Se si transita per il borgo, una visita é consigliata.",neutral,0.002343934495002,0.0067166700027883,0.0883032083511352,0.5133009552955627,0.3893352448940277,positive
43,43,66374442e18e1c186ce07e45,Shiatsuqi di Natascia Minciarelli,5,"Se imparassimo a prenderci cura di noi stessi anche quando stiamo bene, questo migliorerebbe di molto la qualità della nostra vita.
Ho provato la prima seduta di shiatsu con Natascia e subito ho avuto un grande beneficio.
L'ambiente è silenzioso, rilassante illuminato ad arte, estremamente pulito ed accogliente e ci si sente subito estremamente a proprio agio.
Natascia oltre che estramente preparata è comunicativa quindi passo passo mi ha anche spiegato dove sarebbe andata a lavorare.
Mi è piaciuto tantissimo e continuerò ad utilizzare questo servizio.
Grazie.",positive,0.0017378816846758,0.0036703660152852,0.0183064602315425,0.2075152695178985,0.7687700390815735,positive
44,44,66374442e18e1c186ce07e46,Le Fontane - Lavatoio pubblico,3,"Fra le non numerosissime attrazioni di Allerona (che è, nella sua parte antica, un borgo molto grazioso ma quasi abbandonato, e che non offre moltissimo da vedere a parte qualche giro fra i pittoreschi vicoli) si può considerare la fontana storica, usata fino a epoche relativamente recenti come lavatoio pubblico.

Il sito è un po' appartato ma relativamente facile da raggiungere, e si può visitare liberamente e gratuitamente; come in altri luoghi di Allerona, è ampiamente probabile essere i soli sul posto. Le vasche che venivano usate come lavatoi, oltre che per l'approvvigionamento di acqua per bere, cucinare e per usi domestici (servizio fondamentale in un borgo di montagna), appaiono tuttora funzionanti anche se in condizioni non ottimali, per non dire un po' fatiscenti.

La visita è supportata da illustrazioni e interessanti spiegazioni di come avveniva di fatto l'operazione del bucato in epoche preindustriali, quando non esistevano non solo le lavatrici, ma neppure il detersivo come noi lo intendiamo. Nell'insieme, un'esperienza interessante, anche se non la considererei un'attrazione di primissimo piano.",neutral,0.0013219981919974,0.0091406796127557,0.1909069716930389,0.6912758946418762,0.1073543950915336,positive
45,45,66374442e18e1c186ce07e47,Antica Pieve di Santa Maria,2,"Peccato perché da colleghi miei che hanno avuto la fortuna di visitarla ho saputo che conserva un Martirio di San Sebastiano di sicuro del Maestro di Cesi, romano della fine del Dugento, operativo in Umbria, segnatamente nel ternano.Famosissimo per il dossale conservato nel Museo di Saint-Jean-Cap-Ferrat, con Madonna Assunta, Cristo, Angeli e Apostoli.Mi sarebbe piaciuto poterlo visionare!",negative,0.0667670965194702,0.2642549276351928,0.4749681353569031,0.1577255129814148,0.0362842790782451,neutral
46,46,66374442e18e1c186ce07e47,Antica Pieve di Santa Maria,5,Purtroppo troppo spesso chiusa.Meravigliosa davvero.Una delle tante chicche dimenticate del nostro bellissimo territorio.,positive,0.0168539341539144,0.0176821798086166,0.0369452349841594,0.1186445206403732,0.8098741173744202,positive
47,47,66374442e18e1c186ce07e48,Centro Storico,3,"Certo è una zona che le attrazioni non mancano, però il borgo di Ficulle è molto carino ed in qualche punto anche originale. 
La Rocca, le viuzze medioevali, scorci affascinanti.
Mancano però indicazioni ed informazioni, pochissimi locali aperti (bar e ristoranti) che disanima il visitatore in particolare nelle giornate afose.",neutral,0.0066856420598924,0.1084557846188545,0.6685266494750977,0.2056299746036529,0.0107019403949379,neutral
48,48,66374442e18e1c186ce07e48,Centro Storico,4,"Tipico borgo umbro, pieno di storia e medioevalità. Ben percorribile e pulito, sviluppato in lunghezza e con alcuni bei panorami sulle colline circostanti.",positive,0.001797716715373,0.0054994942620396,0.1432455778121948,0.6018112301826477,0.2476459443569183,positive
