,id,POI,rating,recensione,FEEL_IT
17,66374441e18e1c186ce07e39,Carsulae - Parco Archeologico,5,"Luogo immerso nella completa natura. Si consiglia di assaporarlo e esplorarlo insieme ad una guida del parco, che saprà bene mostrarti e spiegarti nel dettaglio tutto quello che il luogo offre. Irripetibile Italia.",positive
18,66374441e18e1c186ce07e3a,Pieve di Sant'Antonio Abate,5,"Conserverebbe all'interno un'opera ammirevole di Cesare Nebbia, credo una Madonna del Rosario. Nebbia è stato l'artefice delle pitture della Scala Santa e della Cappella Sistina in San Giovanni in Laterano a Roma.
Peccato che è in restauro da mesi e non si saprà mai se verrà riconsegnata alla Parrocchiale o rimarrà a Roma.
Si può osservare anche la Statua della Madonna Assunta in legno di Ippolito Scalza, eccelso architetto e scultore umbro.",positive
19,66374441e18e1c186ce07e3b,Chiesa di Sant'Antonio Abate,5,L'interno è caratterizzato da una volta celeste cosparsa di stelle di oro zecchino e da una teoria di statue lignee policrome del XIV secolo di scuola umbra (sante) raccolte in delle nicchie lungo le navate.Nei pressi dell'altare sotto un pavimento in vetro antisfondamento sono visibili le antichissime fondamenta delle antiche chiese precedenti:San lorenzo e San Bartolomeo.,positive
20,66374441e18e1c186ce07e3b,Chiesa di Sant'Antonio Abate,5,"che è ubicata dietro la statua della Madonna di legno del 600 (peraltro stupenda e vanto e onore dei Monterubiagliesi) è in restauro a Roma e non si sa quando verrà ricollocata in loco.
Mi ha assicurato il parroco che è di una bellezza miniaturistica eccelsa e i colori sono stupendi, seppur oggidì sbiaditi.
Ricordiamoci che Cesare Nebbia è colui il quale ha affrescato la Scala Santa e la Cappella Sistina in San Giovanni in Laterano a Roma",positive
21,66374441e18e1c186ce07e3c,Chiesa Di Sant'antonio Abate,5,"E i marmi del tempio romano  furono utilizzati per la costruzione del Duomo di Orvieto.Inizialmente la pieve fu  dedicata a San Lorenzo ma fu interamente ricostruita dai Monaldeschi della Cervara  dopo il 1264 e prima del 1290 che la dedicarono a San Bartolomeo. .
All'interno, sull'altare maggiore, una trionfante  Madonna col Bambino, Sant’Antonio Abate e Santa Barbara, opera del 1891 di Annibale Ubertis, lo stesso artefice di tutto il ciclo di affreschi della controfacciata del Duomo di Città della Pieve.",positive
22,66374441e18e1c186ce07e3c,Chiesa Di Sant'antonio Abate,4,"La chiesa, eretta nel IX secolo e ricostruita più volte fino a tutto XIX è un piccolo gioiello. Di fronte c'è il Castello Monaldeschi della Cervara eretto sulle fondamenta romane del 209 a.C., degradando verso valle ci sono gli scavi archeologici di Coriglia e scendendo ancora il fiume Paglia. Decisamente un luogo dove fermarsi qualche giorno tra pace, natura e cultura.",positive
23,66374441e18e1c186ce07e3d,Velia's Cooking Style,5,"Mi sono iscritto alla scuola di cucina di Velia per curiosità: capire come combinare i diversi ingredienti, come fare la pasta a mano; assaggiare qualcosa di nuovo.
Non appena arrivato a Monterubiaglio nella vecchia casa contadina al limite del paese, ho capito che la mattinata si sarebbe trasformata i n una vera e propria esperienza culturale: un'immersione totale nella conoscenza empirica propria della nostra cultura alimentare, che poi è cultura in generale.
Mi sono trovato insieme ad altre persone, per la più parte americane, che non conoscevo, ma una volta riuniti tutti intorno al grande tavolo della cucina, la casa ha ripreso vita: riemergevano i sapori, gli odori, che davano corpo ai racconti, alle chiacchiere delle nonne, delle zie, delle mamme riunite  intorno ai fornelli intente a cucinare. Mi sono reso conto che anche i discorsi erano quelli di sempre, quelli che sanno di sugo di funghi o di pane e coppa e di cappelletti assaggiati ancora crudi; quelli delle dosi di sale e spezie frammisti alla luce di ottobre che entra dalla finestra o ai volti delle apprendiste cuoche americane, che dalla tensione iniziale verso qualcosa di completamente diverso e nuovo, a mano a mano, si lasciano andare, si ammorbidiscono e aprono, in grandi sorrisi di soddisfazione, per le prime tagliatelle uscite fuori dalle loro mani.
Dietro a tale magia, lo sguardo vigile di Velia, affabulatrice come una maga buona che cura tutto con le erbe e con gli ingredienti di cucina; è lei che indirizza la conversazione, discorsi di vita quotidiana intercalati ai segreti delle ricette...sembra un Tagete al femminile: una nonna bambina, una bambina nonna che conosce i segreti degli elementi e degli alimenti come una nonna d'altri tempi e,nello stesso tempo, si meraviglia ancora delle piccole cose come una bambina che vuole conoscere tutto.
Il finale è a sorpresa, come i fuochi d'artificio: dopo aver mangiato quanto cucinato - è bene avere chiare le proprie responsabilità e capacità -, una corsa con capriole in un prato fuori casa verso il bosco con urla liberatorie: la tensione iniziale è scomparsa, la curiosità pure, resta la sensazione buona di aver richiamato alla memoria qualcosa che era sfuggito ma non dimenticato.",positive
24,66374441e18e1c186ce07e3e,Bottega del Castello della Sale,5,"Ho avuto il piacere di visitare questo bel castello e le sue fantastiche cantine. Nella bottega ho comperato degli ottimi vini della cantina Antinori, tra i quali si distacca il muffato e il cervara. Ho gradito molto il san giovanni",positive
25,66374441e18e1c186ce07e3e,Bottega del Castello della Sale,5,"Prima i meravigliosi vigneti e la cantina Antinori poi l'acquisto dei vini presso il castello della Sala.
Un belvedere ed un bel bere per occhi e spirito",positive
26,66374441e18e1c186ce07e3e,Bottega del Castello della Sale,5,Appena posso mi reco presso il Castello della Sala per acquistare gli ottimi vini ed in particolare il grandioso Cervaro della Sala. La signora addetta al punto vendita è cortese. Purtroppo il castello non è visitabile in quanto residenza privata. Appena posso ci tornerò.,positive
27,66374441e18e1c186ce07e3f,Cirulli - Aziende Agricole,3,"L'imponente edificio dell'azienda agricola si erge proprio di fronte alla superstrada circondata dagli sterminati ettari di vigna....

Il tour cantine aperte è quasi un furto,... due degustazioni a 5 euro... e non del vino migliore.

Stupenda la cantina e l'impianto di produzione e imbottigliamento. Talmente tanto che mi è subito apparsa una enorme cattedrale nel deserto.....

Bello si ma,... Non fa per me...",negative
28,66374441e18e1c186ce07e3f,Cirulli - Aziende Agricole,5,luogo incantevole immerso nei vigneti..... al centro della cantina c'è un bellissimo chiostro....i vini sono eccellenti.....il personale molto gentile e accogliente......,positive
29,66374442e18e1c186ce07e40,Castello di Madonna Antonia,5,"Ebbene,il castello ndi Monna Antonia in piazza IV novembre rammenta quel porticato rococó che segnava l'incipit del Carosello,gioia di aspettativa nei grandi e nei piccini in un'epoca non infestata dal net del computer che in un millimicrosecondo ti rivela immagini reali di qualsiasi attrattiva architettonica del mondo
...Spettacolare la cancellata in bronzo,l'arco trionfale rococó con le statue di eccelsa fattura nelle nicchie laterali,l'orologio funzionante della meta' del 700 sopra l'arc de bienvenue e il torrione originale del castello dei duchi di Montevecchio che si vede bene dal cancello.Affacciatevi al cancello e godrete della vista di giardini ben tenuti e ridondanti di verzura e fiori tropicali!!!",positive
30,66374442e18e1c186ce07e40,Castello di Madonna Antonia,3,"Purtroppo non abbiamo potuto visitare questo castello, gente del posto ci ha detto che non è visitabile. Magari sarebbe bello poterlo aprire al pubblico. Un giorno chissà potrebbe anche accadere. ",negative
31,66374442e18e1c186ce07e40,Castello di Madonna Antonia,1,"Un castello così bello lasciato in completo abbandono. Darei 5 stelle al castello e 1 a chi lo gestisce, ma non posso. Sono arrabbiato. Non è possibile vedere uno scempio così. Nonostante tutto il castello resta meraviglioso... Chissà come sarebbe con una più attenta valorizzazione. ",negative
32,66374442e18e1c186ce07e41,chiesa della S.S. Annunziata,5,"Oltre a altre magnifiche opere d'arte conserva un crocifisso in avorio finissimo regalato dal Regnante Louis XIV alla fine del XVII al condottiero Spada.Un altro membro della Famiglia Spada, feudatario dell'allora castello e tenuta di castel Viscardo,  nel XVIII secolo, dopo pochi anni conquistò durante una campagna contro gli ottentotti, uno stendardo che è custodito come reliquia sacra all'interno della superba chiesa.
Si può agevolmente visitare ogni giorno feriale alle ore 18, quando si celebra il SS Rosario vespertino.vale la pena!Vale la deviazione apposta!",positive
33,66374442e18e1c186ce07e41,chiesa della S.S. Annunziata,5,"Un capolavoro del barocco puro senese é stata per me una magnifica sorpresa!
Sull'altar maggiore la Vergine annunciata (sembra una Signora molto stile' in gloria)...L'opera é di Nicolo' Tornioli,senese della fine del 500,e é anche l'autore della Cappella Spada in S.Paolo maggiore a Bologna, la chiamata di S.Matteo alla Dogana nel Casato di sotto a Siena e la Maddalena dormiente,un unicum in tutta la storia dell'arte,appesa nello studio dell'ambasciatore italiano a L'Ankara!",positive
34,66374442e18e1c186ce07e42,Chiesa di San Michele Arcangelo,5,luogo incantevole e suggestivo. mi è piaciuto tutto. Non facile arrivare ma alla fine ne vale la pena,positive
35,66374442e18e1c186ce07e43,Borgo Antico Bar,5,"Quando arrivo ad allerona e' un piacere andare da marco e martina ed essere accolti da un sorriso e dalla tipica ospitalita' umbra.E una volta seduti , gustarsi un aperitivo o  fare colazione con quei fantastici cornetti.",positive
36,66374442e18e1c186ce07e43,Borgo Antico Bar,5,Si resta senza parole per quanto è bello e suggestivo in ogni stagione. Da visitare !!! E' stato riconosciuto e indicato come uno dei più Belli Borghi d'Italia. ,positive
37,66374442e18e1c186ce07e43,Borgo Antico Bar,5,"Tipico bar in uno dei borghi italiani. 
Gentilezza e sorrisi gratuitamente offerti il resto a prezzi economicissimi!
Gustose le piadine ed i dolcetti",positive
38,66374442e18e1c186ce07e44,Chiesa Santa Maria Assunta,5,"Splendida chiesa vero gioiello nascosto.
Meravigliose le ""vetrate"" in sfoglia di alabastro semitrasparente che si ritiene provengano dalla fabbrica del duomo diOrvieto",positive
39,66374442e18e1c186ce07e44,Chiesa Santa Maria Assunta,5,"In questa visita ad Allerona abbiamo incontrato un gentilissimo signore nella piazza, che ci ha fatto da cicerone, accompagnandoci e spiegando con grande competenza e passione i vari affreschi e le curiosità di questa chiesa.
Davvero una grande gentilezza che ci ha permesso di apprezzare a fondo questa visita.",positive
40,66374442e18e1c186ce07e44,Chiesa Santa Maria Assunta,5,"Gli interni di questa chiesa (la principale di Allerona) meritano senz’altro una visita.
Se nell’abside ci sono le storie della Vergine dipinte dal senese Arturo Viligiardi, se le vetrate di alabastro ricordano quanto è vicino il duomo di Orvieto ... a noi è piaciuto in particolare il resto della chiesa, sorprendente per bellezza ed unicità, grazie alle forme e ai colori da poco recuperati attraverso un attento restauro, durato circa due anni.
Se non avessimo incontrato anche noi, come un altro utente di Trip, il “gentilissimo signore” che ci ha spontaneamente accompagnato nella visita (e che, chiedendo in paese, abbiamo scoperto essere il Sig. Giuseppe Maria Carletti), non avremmo potuto capire e apprezzare così tanto questa “chiesa plebana”, unitamente alla sua storia e alla devozione che l’accompagna. 
Veramente una bella scoperta! Visita assolutamente consigliata.",positive
41,66374442e18e1c186ce07e44,Chiesa Santa Maria Assunta,5,"Siamo arrivati ad Allerona per una passeggiata nel borgo e abbiamo scoperto questa chiesa ricca di tesori. 
L'amore e la voglia di farne conoscere la storia che ha comunicato la nostra guida last minute hanno contribuito ad  apprezzarne maggiormente il fascino e le qualità! 
Grazie! E non perdetela!",positive
42,66374442e18e1c186ce07e44,Chiesa Santa Maria Assunta,3,"La Chiesa di Santa Maria Assunta, situata nella piazza centrale di Allerona, costituisce il principale monumento del borgo.
Edificata in stile romanico nel XII secolo, venne ristrutturata in stile neogotico tra il 1892 e il 1897, e presenta una facciata alquanto semplice.
L'interno é a navata unica, impreziosito con affreschi moderni. Notevole é il pulpito in terracotta finemente lavorato e con colonnine poggianti su statue leonine.
L'abside presenta un grande affresco raffigurante le Scene della Vergine Maria, realizzato nel 1896 dal pittore Arturo Viligiardi.
Se si transita per il borgo, una visita é consigliata.",positive
43,66374442e18e1c186ce07e45,Shiatsuqi di Natascia Minciarelli,5,"Se imparassimo a prenderci cura di noi stessi anche quando stiamo bene, questo migliorerebbe di molto la qualità della nostra vita.
Ho provato la prima seduta di shiatsu con Natascia e subito ho avuto un grande beneficio.
L'ambiente è silenzioso, rilassante illuminato ad arte, estremamente pulito ed accogliente e ci si sente subito estremamente a proprio agio.
Natascia oltre che estramente preparata è comunicativa quindi passo passo mi ha anche spiegato dove sarebbe andata a lavorare.
Mi è piaciuto tantissimo e continuerò ad utilizzare questo servizio.
Grazie.",positive
44,66374442e18e1c186ce07e46,Le Fontane - Lavatoio pubblico,3,"Fra le non numerosissime attrazioni di Allerona (che è, nella sua parte antica, un borgo molto grazioso ma quasi abbandonato, e che non offre moltissimo da vedere a parte qualche giro fra i pittoreschi vicoli) si può considerare la fontana storica, usata fino a epoche relativamente recenti come lavatoio pubblico.

Il sito è un po' appartato ma relativamente facile da raggiungere, e si può visitare liberamente e gratuitamente; come in altri luoghi di Allerona, è ampiamente probabile essere i soli sul posto. Le vasche che venivano usate come lavatoi, oltre che per l'approvvigionamento di acqua per bere, cucinare e per usi domestici (servizio fondamentale in un borgo di montagna), appaiono tuttora funzionanti anche se in condizioni non ottimali, per non dire un po' fatiscenti.

La visita è supportata da illustrazioni e interessanti spiegazioni di come avveniva di fatto l'operazione del bucato in epoche preindustriali, quando non esistevano non solo le lavatrici, ma neppure il detersivo come noi lo intendiamo. Nell'insieme, un'esperienza interessante, anche se non la considererei un'attrazione di primissimo piano.",negative
45,66374442e18e1c186ce07e47,Antica Pieve di Santa Maria,2,"Peccato perché da colleghi miei che hanno avuto la fortuna di visitarla ho saputo che conserva un Martirio di San Sebastiano di sicuro del Maestro di Cesi, romano della fine del Dugento, operativo in Umbria, segnatamente nel ternano.Famosissimo per il dossale conservato nel Museo di Saint-Jean-Cap-Ferrat, con Madonna Assunta, Cristo, Angeli e Apostoli.Mi sarebbe piaciuto poterlo visionare!",positive
46,66374442e18e1c186ce07e47,Antica Pieve di Santa Maria,5,Purtroppo troppo spesso chiusa.Meravigliosa davvero.Una delle tante chicche dimenticate del nostro bellissimo territorio.,positive
47,66374442e18e1c186ce07e48,Centro Storico,3,"Certo è una zona che le attrazioni non mancano, però il borgo di Ficulle è molto carino ed in qualche punto anche originale. 
La Rocca, le viuzze medioevali, scorci affascinanti.
Mancano però indicazioni ed informazioni, pochissimi locali aperti (bar e ristoranti) che disanima il visitatore in particolare nelle giornate afose.",negative
48,66374442e18e1c186ce07e48,Centro Storico,4,"Tipico borgo umbro, pieno di storia e medioevalità. Ben percorribile e pulito, sviluppato in lunghezza e con alcuni bei panorami sulle colline circostanti.",positive
49,66374442e18e1c186ce07e48,Centro Storico,5,"E' una sorpresa incappare in questo borgo così ben conservato, che riesce a trasmetterti una atmosfera genuina. A parte la scenografica rocca, i tetti, le mura in pietra tufacea, gli scorci, la cura da parte degli abitanti ci trasmettono le emozioni tipiche dei gioiellini da non perdere",positive
50,66374442e18e1c186ce07e49,Rocca,5,"Abbiamo visitato la rocca in occasione della manifestazione Calici sotto le stelle. Rocca ben conservata, video illustrativi di Ficulle e osservazione guidata del cielo stellato. Gentilissima e ospitale l'addetta che gestiva gli ingressi alla rocca",positive
51,66374442e18e1c186ce07e49,Rocca,5,"Bellissimo posto.
Visita alla Rocca con il signor Renato
Ci siamo fermati per 2 giorni all'area sosta per camper
Persone gentili.. da non perdere ",positive
52,66374442e18e1c186ce07e49,Rocca,5,"Grazie al simpaticissimo sig.Renato che ci ha raccontato, consigliato e guidati fino alla cima della Rocca dalla quale abbiamo goduto di una vista fantastica! Alla prossima!",positive
53,66374442e18e1c186ce07e49,Rocca,5,"Visita guidata alla rocca, carina e ben tenuta. Resa gradevole e molto interessante grazie alla guida Renato!! ",positive
54,66374442e18e1c186ce07e49,Rocca,5, Visita improvvisata ma molto bella. Paesano molto cordiale e conoscitore della storia del borgo. Consigliamo assolutamente una sosta a chi di passaggio. Rocca conservata perfettamente ed entrata gratuita. ,positive
55,66374442e18e1c186ce07e4a,Chiesa di Santa Maria Nuova,3,"E' sempre chiusa ma ho avuto la fortuna di trovare l'uscio accostato; chissà se per dimenticanza o volutamente.Ma questo ricade nel noncale.E' interessantissima:basti pensare che la cappella del S.S. Sacramento è completamente affrescata da Ippolito Scalza, colui che progettò e portò a termine la costruzione della Chiesa del Crocifisso a Todi.
Nella stessa cappella un Ultima Cena, di attribuzione a manierista romano della metà del 500 e secondo gli stilemi di sicuro opera di Pierin del Vaga, autore del Polittico di San Michele a Celle Ligure e la Madonna con il bambino che gioca con San Giovannino, custodita presso la casa del Tesoro a Loreto.
Nella stessa chiesa è custodita una splendida statua lignea della Madonna del Rosario, contornata dai Misteri del Rosario, ora purtroppo in restauro:da studi di ricercatori attuali opera del Raffaello Sanzio (o addirittura Ghirlandaio) che dipinsero i Misteri in tarda età.
Chiesa che merita necessariamente una visita....ma purtoppo è sempre chiusa!",positive
56,66374442e18e1c186ce07e4b,Castello di Torre Alfina,5,"Visita molto interessate grazie alla guida preparatissima. Non aspettatevi un castello medioevale, ma ne vale certamente la pena. Vista bellissima.",positive
57,66374442e18e1c186ce07e4b,Castello di Torre Alfina,5,Meraviglia delle meraviglie! Solo questo può essere il titolo perché davvero il castello di Torre Alfina per la sua ricchezza storico- culturale merita d’essere chiamato così! Ma un plauso d’onore va alla nostra speciale guida Daniela che saprà conquistarvi con la sua passione e la sua conoscenza del posto. Saremmo rimasti lì per sempre! Questi sono i luoghi che ti fanno rimanere legato per sempre alla propria terra e ti donano di portare con te il profumo della cultura che solo l’Italia sa dare in maniera così magnifica! Grazie anche allo staff che ci ha accolto alla biglietteria. La nostra bimba è stata catturata e si è ancora una volta appassionata grazie all’eccellenza di tutte le persone che gestiscono il castello. Ci ritorneremo di sicuro!,positive
58,66374442e18e1c186ce07e4b,Castello di Torre Alfina,5,"Molto interessante, il borgo, il castello, il museo del fiore. Consigliato. Vicino per altri posti da visitare. Ottimo il cibo e buoni i prezzi.",positive
59,66374442e18e1c186ce07e4b,Castello di Torre Alfina,4,"Per caso sono arrivato da Acquapendente a Torre Alfina ed è stata una bella sorpresa. Raccomando la visita guidata. Daniela la guida è stata bravissima, competente e simpatica.",positive
60,66374442e18e1c186ce07e4b,Castello di Torre Alfina,5,"Simone, la guida, ha saputo illustrare perfettamente il castello e portarci in un' atmosfera magica. Il castello è meraviglioso, ben tenuto e meriterebbe di passarci ben più di un' ora. Complimenti.",positive
61,66374442e18e1c186ce07e4c,Bosco del Sasseto,5,"Bosco bellissimo direi unico nel suo genere dato che ci sono rocce vulcaniche ammassate con muschi e licheni che le rendono affascinanti e colorate.
Attaccato al castello di Alfina.
Si entrasu prenotazione e si consiglia verso le 11 con scarpe comode o da trakking dato che si cammina per 2 ore con scendi/sali.
Sorpresa in mezzo al percorso con un mausoleo gotico..
Prezzo 6€",positive
62,66374442e18e1c186ce07e4c,Bosco del Sasseto,5,"Visita guidata con il personale del parco, percorso bellissimo, immersi in un bosco particolare con tantissime piante che crescono sopra queste enormi pietre dove si intravedono infinite cavità usate dagli animali come rifugio, La guida ogni tanto si ferma per spiegare i luoghi differenti e particolari che si attraversano durante il percorso. Esperienza che straconsiglio , visto che normalmente si vaga per i boschi senza sapere che cosa si sta vedendo.",positive
