museo scientifico interattivo del comune della provincia perugia punto riferimento umbria per esplorare launiverso della cultura scientifica	train
collocato alle propaggini sud orientali dellaumbria con ramo che sconfina nel lazio lago piediluco rappresenta pia grande bacino lacustre naturale dellaumbria dopo trasimeno	train
parrano immerso nella collina umbra apprezzata meta turistica per presenza numerose sorgenti acqua utilizzate nelle cure idropiniche	train
vero proprio museo cielo aperto parco archeologia industriale campacci marmore situato vicino belvedere superiore della cascata delle marmore lungo sentiero nadeg	train
castello epoca tardo medievale xiii xiv secolo non presenta pia tracce fortificazione	train
piccolo nucleo medievale usigni sorge uno scosceso sperone roccioso che protende nella sottostante valle del tissino sulla quale affaccia anche caratteristico borgo poggiodomo	train
tratta dellaunico stabilimento termale umbria alimentato con acqua solfurea ricca calcio che indipendentemente dalla stagione mantiene sua temperatura costantemente adegc con notevoli caratteristiche qualita terapeutiche	train
introdotte umbria nella prima meta del xviii secolo patate sono diffuse macchia leopardo tutta regione	train
fichi girotti sono prodotto tipico della citta amelia farciti cioccolata frutta secca vengono prodotti confezionati dalla famiglia girotti dal sono tutt oggi prodotto pasticceria molto diffuso	train
coltivato zona fin dal xvii secolo uno dei sei presidi slow food della regione	train
rintracciabili unicamente nella tradizione della citta norcia coglioni mulo fondano propria origine nel consumo insaccati carne mulo del vicino abruzzo	train
preziosa unica per piccole dimensioni dal sapore inconfondibile coltivata sui piani carsici castelluccio norcia circa quadrati terreno circa metri altitudine allainterno del parco nazionale dei monti sibillini	train
laoro bianco dellaorvietano salvato dallaestinzione grazie allaimpegno dei coltivatori locali	train
piccolo legume tipico della zona colfiorito orgoglio della zona cascia dove presidio slow food	train
laorvieto doc tra vini umbri pia famosi rappresenta maggioranza dellaarea vitata della regione	train
una vastissima area sepolcrale della civilta umbro etrusca risalente sec lungo colline che digradano verso tevere meraviglioso patrimonio archeologico che riserva inaspettate sorprese	train
gola del bottaccione sito geologico scrigno arte	train
allestito nelle sale del vescovado museo della memoria assisi racconta storia trecento ebrei salvati grazie allo spirito dell accoglienza francescana assisi	train
caratteristico borgo preci sorge non distante norcia confine con regione marche	train
parco valcasana trova valnerina alle porte scheggino	train
uno spettacolare esempio architettura rinascimentale bramantesca dedicato seguito miracolo proprio sulla riva del torrente tatarena	train
dal pacifico all oceano indiano dal mar rosso mediterraneo malakos che con circa mila esemplari catalogati rappresenta collezione privata conchiglie pia grande europa	train
villa costruita nel territorio del comune allerona nel dal ricchissimo finanziere anversa edouard cahen	train
chiesa parrocchiale santa maria assunta sec trova all interno del borgo	train
una varieta farro molto antica cui prime tracce risalgono allaeta del bronzo che nel ottenuto denominazione origine protetta	train
alla scoperta dello scalo fluviale dell antica mevania	train
rivivete laappassionante storia dellaantico castello che domina unaaltura alla sinistra del tevere tra orvieto amelia	train
impossibile nominare sagrantino non pensare subito suo territorio origine montefalco balcone dell umbria come viene chiamato questo piccolo borgo cui gode una magnifica vista sulle valli circostanti	train
inaspettato viaggio sotterraneo alla scoperta delle radici della citta san francesco che con lingua degli antichi romani raccontano memorie del sottosuolo	train
prezioso sepolcreto etrusco immerso nel bosco pochi chilometri castel giorgio confine tra umbria lazio	train
sono diverse localita tra umbria lazio che rivendicano esatta ubicazione tuttavia secondo una serie verifiche condotte giuseppe angeletti studioso appassionato geografo perugia istituto geografico militare firenze centro geografico italia peninsulare sarebbe posizionato lungo percorso dell acquedotto romano della formina vicino uno dei ponti romani pia suggestivi della citta narni ponte cardona	train
borgo ceselli scheggino valnerina meta ideale per appassionati torrentismo	train
gioiello naturale poco conosciuto nascosto nelle pieghe della valnerina poca distanza preci salto venti metri sotto cielo dellaumbria	train
fondazione archeologia arborea onlus come scopo ricerca salvaguardia riproduzione alberi frutto via estinzione	train
recente denominazione origine per protagonista grechetto qui storicamente coltivato nella varieta conosciuta come todi	train
trebbiano spoletino quando vinificato purezza origine vino caratterizzato profumi piuttosto fruttati fresco abbastanza alcolico dalla spiccata acidita	train
grechetto malvasia ciliegiolo sangiovese sono vitigni pia coltivati una zona che pera nota per storica produzione vin santo vino dolce dal sapore ancestrale	train
basilica santa maria degli angeli sorse tra mentre palazzo del capitano trova nella piazza principale assisi piazza del comune	train
alla scoperta mondo fatto storia natura incontaminata panorami mozzafiato piccoli borghi	train
una passegiata nel bosco per scoprire questa interessante architettura etrusca	train
chiesa san domenico narni ubicata lungo via mazzini eretta nel xii secolo era origine antica cattedrale della citta dedicata santa maria maggiore	train
acquedotto romano detto formina esteso reticolo cunicoli corridoi realizzati nel secolo sotto impero tiberio che per secoli assicurato approvvigionamento idrico della citta narni tutto territorio circostante	train
complesso abbaziale trova nei pressi narni sulle pendici scoscese del monte santa croce	train
chiesa sorta insieme monastero annesso delle monache benedettine ora soppresso compiuta nel come testimoniano iscrizioni che leggono sulla volta	train
chiesa chiamata maria impensole percha costruita sul pendio costruzione ebbe sui resti una struttura pia antica datata all viii secolo cui mantenne struttura portante	train
pavimento mosaico tessere bianche nere risalente secolo pia integro raffinato segno lasciato bevagna dagli antichi romani che chiamarono citta mevania	train
museo sede nel trecentesco palazzo pietromarchi marsciano principale centro dellaumbria produzione laterizi citta interamente costruita mattoni	train
costruito nel dalla societa adella concordiaa sorta con scopo aoffrire diletto laeducazione col dare trattenimenti morali sia pubblici che privatia con progetto disegno dellaing nazareno biscarini	train
costruzione della chiesa santa maria assunta risale periodo precedente questa prima data cui hanno notizie certe dellaedificio	train
storia caratteristiche della ceramica deruta dal petal back calligrafico colori tradizione decorativa	train
chiesa san giovanni battista situata nell omonima piazza centro marsciano	train
nuova chiesa parrocchiale stata seconda opera del cardinale giovambattista altieri	train
palazzo altieri antica sede vescovi celebre per suoi giardini trova nel centro storico fratta todina	train
museo attiguo parco meritano una visita per particolarita della raccolta soprattutto dell area cui sorge	train
nel medioevo sono rispettivamente bertesca del castello che permetteva defensam muro comunis super suptus come voluto dagli statuti sua annessa domus integrata con unam domunculam pro stantia custodum per incrementare armamento difensivo ogni vicario uscente dopo sei mesi mandato lasciava comune unam balistam unam rotellam del valore due fiorini oro	train
raro esempio architettura castellana medioevale che risolve unica soluzione problemi della viabilita della difesa lungo perimetro interno della cinta muraria ponente sulla quale apre portam castri che sotto torre merlata tuttora ingresso principale del castello	train
chiesa pia antica fossato eretta origine per fungere monastero dei camaldolesi	train
trova sull omonima via appena fuori mura	train
chiesina santa maria della piaggiola definita anche come antica sede del monte pieta unico ambiente duecentesco con volta botte caratterizzato dagli affreschi ben conservati degli inizi del del eugubino ottaviano nelli	train
ponte spiano trova poco fuori sigillo unaopera costituita imponenti macigni che consentiva laattraversamento del torrente fonturci allaantica via flaminia	train
citta scheggia ricca storia immersa nel parco del monte cucco	train
simbolo legame con storia questo territorio confine ricco torri castelli	train
una chiesa costruita come ringraziamento per miracolosa guarigione della duchessa eleonora mendoza della corgna	train
calamita cosmica opera arte contemporanea gino dominicis ospitata dal centro italiano arte contemporanea nei locali dell chiesa della santissima trinita	train
nel punto pia alto della citta rocca maggiore assisi raggiungibile salendo via porta perlici nei pressi della cattedrale san rufino percorrendo circonvallazione esterna che arriva sulla cima del colle asio	train
piccolo gioiello fortificato completamente immerso nella natura circondato boschi elci querce castagni una vera propria terrazza naturale sul territorio circostante	train
museo ospitato all interno degli ambienti del palazzo del podesta nel centro storico gualdo tadino cittadina situata nella parte nord est dell umbria vicino confine con marche	train
basilica cattedrale san benedetto domina piazza maggiore gualdo tadino chiudendola visivamente sul lato orientale con sua facciata	train
palazzo comunale sorse seguito alla distruzione dell antico palazzo dei rettori delle arti dei priori causata del sisma del	train
contesto montagnadatazione xiii secololaantica badia raggiungibile dalla strada che sviluppa sulle pendici del monte catria partendo scheggia muovendo direzione sassoferrato sorge sulla confluenza tra fiume sentino rio freddo cui trae nome congiuntoli congiunzione	train
chiesa san francesco stata costruita intorno alla meta del xiii secolo ampliata all inizio del	train
chiesa santaagostino localizzata allainterno del borgo sigillo venne edificata tra dallaarchitetto svizzero giacomo cantoni sulle fondamenta dellaantica chiesa santa caterina cui oggi rimane sola cripta medievale restaurata dallaamministrazione comunale adibita centro culturale	train
sorge sullaantica via flaminia chiamata ora chiesa del cimitero edificata con elemosine del popolo nella meta del	train
chiesa faceva parte dell abbazia benedettina santa maria vado fabrice che alcuni studiosi indicano come luogo cui francesco trova ospitalita dopo aver abbandonato sua citta durante tragitto per gubbio	train
sorta nel xiv secolo all interno del castello valfabbrica ridosso del muro perimetrale	train
trova nella parte pia moderna del paese presso parco pubblico	train
santuario della madonna assunta cielo xii secolo stile romanico con una campana risalente	train
nuova attrazione turistica che esalta bellezza dellaarea del belvedere superiore attraverso lautilizzo tecnologie all avanguardia	train
piccolo centro etrusco alla sinistra del tevere controllato dalla vicina potente perusia perugia dota una possente cinta muraria che racchiudeva abitato organizzato sulla stessa sommita del colle occupata dal borgo medievale oggi dall attuale centro bettona	train
estende sulla sommita del pianoro pieve poche centinaia metri nord est del borgo collemancio compreso nel territorio comunale cannara	train
nell area etrusca sud est del capoluogo umbro sorge villa del boccaglione che commissionata dalla famiglia della penna secondo alcuni studiosi all architetto piermarini nel xviii secolo	train
museo del ricamo del tessile trova valtopina piano terra del palazzo comunale residenza signorile dei primi anni del secolo	train
santuario dell amore misericordioso trova collevalenza pochi chilometri todi	train
tempio san fortunato todi sorge piazza umberto cima una bella scalinata sopra resti complesso anteriore all anno mille	train
chiesa santa maria della pieta trova alla periferia settentrionale umbertide presso neoclassico ospedale civile	train
chiesa santa maria della reggia sorge umbertide piazza mazzini oltre ponte sul torrente reggia	train
chiesa san bernardino trova destra del chiostro della chiesa san francesco piazza san francesco nel centro storico umbertide	train
nella piazza del comune quasi esattamente circolare sorge palazzo comunale anticamente chiamato palazzo del popolo	train
chiesa san nicola sorge allainterno montecastrilli chiesa parrocchiale del paese	train
eremo montecorona trova poco distante dalla citta umbertide contesto isolato	train
pittoresco borgo preggio trova vicino confine con territorio del comune passignano sul trasimeno	train
nel centro storico umbertide	train
fitta vegetazione del bosco sacro ricopre monteluco slm collina che spettacolare ponte delle torri unisce alla citta spoleto	train
museo trova all interno della rocca nella parte alta del centro storico spoleto	train
una visita alla chiesa san giovanni battista eggi per ammirare gli affreschi giovanni pietro detto spagna	train
chiesa sant ala trova via sant ala uno slargo che apre lungo via febbraio terni	train
oratorio trova morra distante pochi chilometri citta castello	train
abbazia benedettina sorge colle dominante valle del torrente nestore circa sud citta castello	train
santuario cui venera antichissima immagine della madonna trova circa cinque chilometri citta castello lungo apecchiese che valicando appennino giunge fino mare adriatico	train
chiesa san francesco consacrata nel suba nel corso dei secoli notevoli modifiche ampliamenti	train
prima chiesa dedicata cascia santo assisi fondata nel ventuno anni dopo sua morte	train
convento francesco fondato secondo tradizione dallo stesso san francesco nel divenne nel xvii sec importante centro studi teologici storici eruditi	train
arco etrusco perugia monumentale ingresso alla citta tornato suo splendore dopo restauri brunello cucinelli	train
palazzo del popolo nel medioevo sede del podesta oggi ospita museo civico pinacoteca todi	train
bella posizione panoramica centro fabro trova chiesa san martino intitolata santo patrono dei cavalieri dei viaggiatori	train
citta castello territorio ricco eventi luoghi arte storia artigianato importanti tradizioni	train
immerso nel verde posizione dominante vallata speco narni luogo francescano pia antico della valnerina	train
era centro della vita del primo nucleo del castello monteleone orvieto davanti lato aveva portico cui testimonianza resta ancora leggibile sul muro del lato nord accanto sorgeva cimitero	train
castello fabro parte del territorio comunale fabro posizionato panoramico colle est del torrente chiani	train
situato punto strategicamente importante tra due citta perugia gubbio monastero benedettino maria valdiponte corbiniano detta montelabate inzia sua storia intorno secolo	train
santuario san francesco eremo francescano trova monteluco metri altitudine nei pressi antico bosco sacro alcune grotte naturali frequentate eremiti gia eta paleocristiana	train
chiesa san francesco gubbio una delle prime chiese dedicate santo assisi	train
chiesa san francesco terni santuario francescano con gli affreschi bartolomeo tommaso	train
chiesa san salvatore trova usigni nel comune poggiodomo commissionata nel dal cardinale fausto poli segretario privato papa urbano viii originario del piccolo borgo umbro	train
chiesa collegiata santa croce situata piazza mazzini venne costruita nel unitamente convento dall ordine dei frati minori convento ospita per qualche tempo beato corrado offida famoso predicatore francescano che mora bastia nel mentre stava annunciando avvento frati minori lasciarono santa croce nel clero regolare per volonta pontificia chiudere piccoli conventi	train
importante ritrovamento del tesoro canoscio oggi visitabile presso locale museo del duomo	train
costruito nella prima meta del iadeg secolo rimasto solo qualche muro della cavea sfruttata per ricavarvi alcune abitazioni medievali conserva forma tipica ellittica originaria	train
questo edificio pubblico costruito angelo orvieto qualche anno dopo quello del comune sembra incarico dei tarlati pietramala ultimato nel	train
palazzo vitelli che ospita suo interno pinacoteca comunale riaperta pubblico nel trova centro citta castello prossimo alle mura urbiche via della cannoniera	train
the palazzo dei priori found the charming location piazza del comune the political and cultural hub assisi	train
una visita duomo citta castello dedicato compatroni della citta florido amanzio	train
museo sede palazzo albizzini nel centro storico citta castello palazzo del secolo sobria architettura rinascimentale ascendenza fiorentina	train
importante museo arte contemporanea circa interamente dedicato alle opere alberto burri	train
chiesa san francesco prato cui affianca sinistra laoratorio san bernardino trova perugia piazza san francesco termine via dei priori	train
basilica santa chiara assisi racchiude tomba della santa crocifisso che parla san francesco	train
palazzo del capitano del popolo trova piazza del comune sinistra della chiesa santa maria sopra minerva	train
basilica maria degli angeli venne costruita tra sua struttura ingloba convento francescano cappella della porziuncola dove santo assisi fonda ordine francescano	train
chiesa convento san damiano trovano poco distanti dal centro storico assisi	train
santuario della spogliazione trova nella chiesa santa maria maggiore accanto vescovado antica cattedrale assisi dove venne battezzato san francesco	train
contesto urbano datazione xiii secolo chiesa san nicola nicola patrono della citta sorge pieno centro storico presso scheggino	train
chiesa parrocchiale san michele arcangelo bastia umbra sita nel centro cittadino piazza mazzini	train
fontana costruita sopra pozzo medievale stata inaugurata agosto serviva rifornire acqua centro storico della citta	train
palazzo dei consoli costruito nella seconda meta del xiii secolo forse quello stesso maestro prode cui deve palazzo comunale spello	train
chiesa san silvestro bevagna testimonianza dell architettura religiosa dello stile romanico umbro	train
complesso villa fidelia villa costanzi ubicato alla base una collina lungo strada centrale umbra nel territorio spello costruito nel xvi secolo dalla famiglia urbani sui resti santuario appartenente insieme sacrale epoca classica secolo passa nel xviii secolo donna teresa pamphili grillo che trasforma completamente	train
chiesa san francesco trova nell omonima piazza foligno	train
prima cattedrale della citta poi collegiata abolita federico nel ripristinata solamente nel per volonta papa paolo	train
centro bevagna lungo corso matteotti trova municipio gia palazzo lepri edificato nel tardo settecento dall architetto andrea vici per volere della famiglia presenta con una facciata neoclassica porta arricchita elegante rosta ferro battuto	train
chiesa della madonna del carmine trova nel borgo montefranco centro fortificato immerso tra olivi boschi querce ricco tesori artistici architettonici	train
edificio risultato dell opera prolungamento verso est innalzamento del primitivo palazzo comunale quello duecentesco costruito con pietra calcarea bianca rosa	train
opened the public since the museum housed the monastery held the ursulines since the first half the eighteenth century	train
all interno questa chiesa antica sede della confraternita antonio nel catino absidale collocato presepe monumentale terracotta policroma composto pia trenta statue realizzato tra dai fratelli abruzzesi giacomo raffaele montereale	train
maestro rinaldo iacovetti calvi was entrusted the community calvi with the building the church which was initially dedicated madonna delle grazie	train
chiesa francesco convento berardo sorgono circa metri dalle mura calvi dell umbria crinale collinare che divide valli otricoli magliano sabina all incrocio della vecchia strada per narni	train
chiesa maria assunta era chiesa matrice pia importante del paese situata nei pressi della porta ternana lungo via sabina oggi via roma tempo principale via comunicazione che attraversava centro abitato calvi	train
costruita antico oratorio benedettino chiesa san bernardino trova poco lontano dal centro abitato montefranco	train
pieve san gregorio trova lungo strada che unisce castel ritaldi colle del marchese facciata restaurata dopo terremoto del costituita alternanza strati orizzontali pietra bianca rossa sulla quale apre portale rincassi	train
databile xvii secolo chiesa san pancrazio trova centro del paese piazza giorgio della rovere	train
chiesa santa croce oggi santuario della madonna della stella sorge nella valle del noce isolata nel contesto agricolo poco distante dal borgo cerreto spoleto	train
antica citta citerna tra borghi pia belli italia	train
chiesa san francesco citerna ubicata lungo corso garibaldi edificata insieme all annesso convento francescano santa elisabetta ora sede del comune citerna nella seconda meta del secolo sulle fondamenta una costruzione preesistente visibile nella parte bassa della facciata	train
chiesa san michele arcangelo trova nel centro storico citerna dedicata santo patrono del piccolo borgo	train
chiesa santa maria assunta esempio edificio sacro romanico impianto architettonico poco comune nella regione navata unica absidata con transetto sporgente tiburio cupola sull incrocio dei bracci questo nucleo principale annessa una navatella addossata alla parete destra	train
chiesa san giacomo con monastero annesso ospita oggi sede del cedrav centro per documentazione antropologica valnerina facciata corrispondente alla parete sinistra della navata ornata portale archiacuto	train
centro citerna poco dopo palazzetto prosperi vitelli piccolo arco immette nel percorso del suggestivo camminamento medievale che corre lungo perimetro delle mura con aperture tutto arco perfettamente conservate dando vita una serie loggiati che offrono uno spettacolo veramente suggestivo	train
grande opera globale sempre aperta mai finita cui elementi del passato sovrappongono quelli del presente del futuro	train
conoscono sue origini alcuni documenti autentici conservati nell archivio della comunita del monastero dai quali desunto che nel tempo clemente dieci monache agostiniane riunirono professare regola chiara norcia per propagarne laordine	train
complesso monumentale francesco monteleone spoleto forse laopera pia significativa suggestiva per complessita storia sviluppo arte fede libro storie santi simbologie leggere con cura	train
borgo castelfiori nel comune montegabbione trova immerso nel verde circondato boschi	train
chiesa maria assunta cielo laattuale chiesa parrocchiale montegabbione	train
chiesa maria delle grazie sorge piedi del colle montegabbione titolo questa chiesetta tipicamente rinascimentale tradisce chiaramente suo carattere tempio votivo anche linea architettonica esterna forma croce latina cupola cilindrica sono considerarsi rinascimentali mentre allainterno altare maggiore stucchi sono derivazione barocca	train
castello attigliano sorge posizione pittoresca panoramica sul margine una terrazza dominante valle del tevere toponimo secondo tradizione popolare deriverebbe dai numerosi tigli che crescevano nelle vicinanze dal latino tiliam	train
chiesa moderna concezione risalente fregia vetrate artistiche concretizzate attraverso uso del mosaico snella imponente nella sua struttura moderna presenta sulla facciata grandi vetrate multicolori dalles che illustrano verita della fede grande mosaico raffigurante san lorenzo che distribuisce ricchezze della chiesa poveri	train
posta nella principale piazza dell antico borgo attigliano fontana dei delfini dei tritoni rimane uno dei simboli principali del luogo insieme castello venne realizzata nel ebbe duplice funzione arredo urbano approvigionamento idrico che era garantito due fonti pubbliche	train
chiesa santa cecilia patrona della citta risale xii secolo come pua notare dall abside	train
chiesa del sacramento costruita nel contrada piazza vecchia della societa del santissimo sacramento	train
chiesa della madonna del giglio situata fronte alla porta vecchia che nel passato consentiva accesso paese risale suo interno sono visibili numerosi affreschi alcuni dei quali ben conservati	train
posta fuori mura acquasparta fatta costruire nel dal cardinale matteo bentivenga acquasparta	train
scheggino castello pendio forma triangolare coronato vertice dal cassero una roccia	train
chiesa giovanni battista costruzione gotica dei sec xiii xiv una torre quadrata caratterizzata abside poligonale	train
chiesa san francesco conosciuta anche con madonna della croce trova all uscita del paese sellano	train
visita chiesa santa maria assunta arrone nel parco fluviale del nera lungo via francesco	train
storia caratteristiche della ceramica gualdo tadino dalla ginestra successo della tecnica del lustro	train
posizione dominante sulla valle del risacco val rasina rispettivamente affluente del chiascio torrente proveniente gualdo tadino casacastalda abitato originato dal castello fondato nel viii secolo longobardo discendente totila ernero castaldo cui nome casa del castaldo	train
antiquarium baschi custodisce reperti archeologici della fornace romana del sec rinvenuta localita scoppieto itinerario visita all interno del museo organizzato sezioni pannelli illustrati per spiegare fasi lavorazione dell argilla cartine geografiche con punti luminosi per individuare localita modellini della fornace delle navi trasporto servono creare ambiente stimolante ricco spunti per attivita didattiche	train
dal baschi sulla incastrato mezzo rocce fitta vegetazione nella gola del forello viene segnalato come centro escursionistico della pasquarella andando verso todi	train
museo unico mondo che raccoglie migliaia uova dipinte scolpite opere frutto della mostra concorso nazionale ovo pinto nata nel civitella del lago dalla geniale intuizione bernardini anacleto presidente associazione culturale giovanile	train
chiesa della santissima trinita sorge all interno avigliano umbro chiesa parrocchiale del paese venne edificata nel xvii secolo come parte integrante del castello della famiglia vici come legge documento vescovo todi rodolfo che consacra altare maggiore	train
poco fuori dal borgo toscolano nel comune avigliano umbro trova chiesa della madonna dell annunziata navata unica che ingloba suo interno come parete fondo edicola votiva decorata con affreschi attribuiti pittore rinascimentale umbro piermatteo amelia	train
chiesa san nicola trova localita val rose frazione crocicchie nel comune lisciano niccone	train
cattedrale dedicata santi mariano giacomo edificata piedi del monte ingino una chiesa romanica cui possono notare resti sul lato destro della facciata risale sec xiii xiv	train
chiesa santa maria nuova trova nel centro storico gubbio all interno del quartiere sant andrea all incrocio tra via savelli della porta via nelli	train
palazzo dei consoli ben visibile anche lontano trova nel centro storico gubbio	train
antiquarium allestito all interno casale che ingloba resti una casa romana domus con pregevoli decorazioni mosaico utilizzata partire dall eta augustea	train
originaria sede del mercato medievale piazza ora attrezzata parte parcheggio parte giardino	train
abbazia vallingegno sorge sulla cima una collina pochi chilometri gubbio immersa nella bella natura della campagna umbra	train
costruita sulla sommita del ripido monte ingino piedi del quale estende citta edificio che custodisce urna bronzo contenente corpo del santo patrono ubaldo	train
storia caratteristiche della ceramica gubbio dal lustro mastro giorgio grandi maestri del	train
chiesa santa maria infraportas affaccia sul lato occidentale piazza san domenico nel centro storico foligno	train
museo situato colfiorito piccola localita montagna comune foligno posta lungo importante snodo viario che collegava gia antico umbria sabina costa adriatica	train
sorge circa sud foligno direzione sant eraclio nell area una vasta necropoli pertinente alla citta romana fulginia	train
